Code;Identification;Domaine;Famille d'instrument;Désignation;Type;Nombre d'éléments;Fournisseur;Prix d'achat;Date d'achat;Constructeur;Référence constructeur;N° de série;Mode de lecture;Particularité;Matière;Etat d'utilisation;Commentaire;Valeur nominale;Unité;Référentiel;Résolution;Désignation littérale;N° d'immobilisation;Code instrument;Gestionnaire;Statut;Ident. secondaire;Localisation temporaire;Unité de la résolution;Localisation
PLAST-60;CLAB0033;Electricité;Variable;NI 9211;/;0;;;;National Instruments;NI 9211;1387D19;;;;Sommeil;;;;;;-80/+80 mV (Tol:±0,06 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0034;Electricité;Variable;NI 9211;/;0;;;;National Instruments;NI 9211;1387D32;;;;En service;;;;;;-80/+80 mV (Tol:±0,06 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0035;Electrique;Variable;NI USB 6211;/;0;;;;National Instruments;NI USB 6211;172BE50;;;;En service;;;;;;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz (Tol:Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz)";;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0037;Electrique;Variable;NI USB 6211;/;0;;;;National Instruments;NI USB 6211;191CD0C;;;;Perdu;;;;;;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz (Tol:Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz)";;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / Armoire
PLAST-60;CLAB0038;Electrique;Variable;NI USB 6211;/;0;;;;National Instruments;NI USB 6211;16F87AE;;;;Perdu;;;;;;"Analog Input: -10/10 V; -5/5 V; Counter: 0/5 Mhz (Tol:Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz)";;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / LAB / TEST FONCTIONNEL
PLAST-60;CLAB0039;Electrique;Variable;NI USB 6211;/;0;;;;National Instruments;NI USB 6211;158C79E;;;;Perdu;;;;;;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz (Tol:Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz)";;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / Armoire
PLAST-60;CLAB0040;Electrique;Variable;ni USB 6211;/;0;;;;National Instruments;NI USB 6211;16F87BA;;;;Perdu;;;;;;"Analog Input: -10/10 V; -5/5 V; Counter: 0/5 Mhz (Tol:Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz)";;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / LAB / Armoire
PLAST-60;CLAB0041;Electrique;Variable;NI USB 6211;/;0;;;;National Instruments;NI USB 6211;186F410;;;;Sommeil;;;;;;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz (Tol:Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz)";;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0042;Electrique;Variable;NI USB 6211;/;0;;;;National Instruments;NI USB 6211;19214A1;;;;Sommeil;;;;;;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz (Tol:Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz)";;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / METROLOGY AREA
PLAST-60;CLAB0043;Electrique;Variable;NI USB 6211;/;0;;;;National Instruments;NI USB 6211;197B34E;;;;Sommeil;;;;;;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz (Tol:Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz)";;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0044;Electrique;Variable;NI USB 6211;/;0;;;;National Instruments;NI USB 6211;197B30C;;;;En service;;;;;;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz (Tol:Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz)";;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / LAB / Armoire \  IVC stagiaire
PLAST-60;CLAB0045;Electrique;Variable;NI USB 6211;/;0;;;;National Instruments;NI USB 6211;191CCE9;;;;Perdu;;;;;;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz (Tol:Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz)";;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / Armoire
PLAST-60;CLAB0046;Electrique;Variable;NI USB 6211;/;0;;;;National Instruments;NI USB 6211;1A2CCAF;;;;Non soumis à l'étalonnage;;;;;;"Analog Input: -10/10 V; -5/5 V; Counter: 0/5 Mhz (Tol:Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz)";;;Y.SKOCZEK;Chaine de mesure;;;;LABORATOIRE DEVELOPPEMENT / MAG / P.GAUDEMER
PLAST-60;CLAB0047;Electricité;Variable;NI CDAQ 9178;/;0;;;;NA;;NA;;;;Réformé;;;;;;Réformé (Tol:Réformé);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / MAG / MAGASIN
PLAST-60;CLAB0048;Electricité;Variable;NI 9211;/;0;;;;National Instruments;NI 9211;186E6A3;;;;Sommeil;;;;;;-80/+80 mV (Tol:±0,06 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0049;Electrique;Variable;NI USB 6008;/;0;;;;National Instruments;NI USB 6008;3,00E+248;;;;Perdu;;;;;;-10/+10 V (Tol:±14,7 mV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / LAB / Magasin
PLAST-60;CLAB0050;Electrique;Variable;NI USB 6008;/;0;;;;National Instruments;NI USB 6008;140411B;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / LAB / MAG-001
PLAST-60;CLAB0051;Electrique;Variable;NI USB 6008;/;0;;;;National Instruments;NI USB 6008;300E581;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;J.GUEIB;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / MAG / MAG-002
PLAST-60;CLAB0052;Electrique;Variable;NI USB 9162;/;0;;;;national instrument;NI USB 9162;157C173;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / LAB / Magasin
PLAST-60;CLAB0053;Electrique;Variable;NI USB 9162;/;0;;;;National Instruments;NI USB 9162;126CBF1;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / LAB / Magasin
PLAST-60;CLAB0054;Electricité;Variable;NI 9201;/;0;;;;National Instruments;NI 9201;1319001;;;;Non soumis à l'étalonnage;;;;;;-10/+10 V (Tol:±0,2 %RV);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0055;Electricité;Variable;NI 9221;/;0;;;;National Instruments;NI 9221;18FD1DA;;;;Sommeil;;;;;;±60 V (Tol:±0,25 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0056;Electrique;Variable;NI USB 9162;/;0;;;;National Instruments;NI USB 9162;157C205;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / LAB / Magasin
PLAST-60;CLAB0057;Electricité;Variable;NI 9221;/;0;;;;National Instruments;NI 9221;189A2D4;;;;En service;;;;;;±60 V (Tol:±0,25 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0058;Electrique;Variable;NI USB 6211;/;0;;;;National Instruments;NI USB 6211;186F45E;;;;En service;;;;;;"Analog Input: -10/10 V; -5/5 V; Counter: 0/5 Mhz (Tol:Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz)";;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0059;Electrique;Variable;NI USB 6008;/;0;;;;National Instruments;;1183EB7;;;;Sommeil;;;;;;-10/+10 V (Tol:±14,7 mV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / MET / Armoire
PLAST-60;CLAB0060;Electricité;Variable;NI CDAQ 9178;/;0;;;;National Instruments;NI CDAQ 9178;1A6654C;;;;Non soumis à l'étalonnage;;;;;;0/5 MHz (Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPx-SCR-xx
PLAST-60;CLAB0061;Electricité;Variable;NI CDAQ 9178;/;0;;;;National Instruments;NI CDAQ 9178;1A6A9D8;;;;Non soumis à l'étalonnage;;;;;;0/5 MHz (Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPx-SCR-xx
PLAST-60;CLAB0062;Electricité;Variable;NI CDAQ 9174;/;0;;;;National Instruments;NI CDAQ 9174;1A6D707;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / FEP / FEP-004
PLAST-60;CLAB0063;Electricité;Variable;NI CDAQ 9174;/;0;;;;National Instruments;NI CDAQ 9174;1A6D6DD;;;;Non soumis à l'étalonnage;;;;;;0/5 MHz (Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPS-SCR-10
PLAST-60;CLAB0064;Electricité;Variable;NI CDAQ 9178;/;0;;;;National Instruments;NI CDAQ 9178;1A66C49;;;;Non soumis à l'étalonnage;;;;;;0/5 MHz (Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPx-SCR-xx
PLAST-60;CLAB0065;Electricité;Variable;NI CDAQ 9178;/;0;;;;National Instruments;NI CDAQ 9178;1A63BF7;;;;Non soumis à l'étalonnage;;;;;;0/5 MHz (Tol:Approach device);;;Y.SKOCZEK;Chaine de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-10
PLAST-60;CLAB0066;Electricité;Variable;NI CDAQ 9178;/;0;;;;National Instruments;NI CDAQ 9178;1A63C00;;;;Non soumis à l'étalonnage;;;;;;0/5 MHz (Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPx-SCR-xx
PLAST-60;CLAB0067;Electricité;Variable;NI CDAQ 9178;/;0;;;;National Instruments;NI CDAQ 9178;1A68C10;;;;Non soumis à l'étalonnage;;;;;;0/5 MHz (Tol:Approach device);;;Y.SKOCZEK;Chaine de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-14
PLAST-60;CLAB0068;Electricité;Variable;NI CDAQ 9174;/;0;;;;National Instruments;NI CDAQ 9174; 1A69376;;;;Non soumis à l'étalonnage;;;;;;0/5 MHz (Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPx-SCR-xx
PLAST-60;CLAB0069;Electricité;Variable;NI CDAQ 9174;/;0;;;;National Instruments;NI CDAQ 9174;1A64FD7;;;;Non soumis à l'étalonnage;;;;;;0/5 MHz (Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPS-SCR-06
PLAST-60;CLAB0070;Electricité;Variable;NI CDAQ 9174;/;0;;;;National Instruments;NI CDAQ 9174;1A6D6FD;;;;Non soumis à l'étalonnage;;;;;;0/5 MHz (Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-15
PLAST-60;CLAB0071;Electricité;Variable;NI CDAQ 9174;/;0;;;;National Instruments;NI CDAQ 9174;1A6D703;;;;Non soumis à l'étalonnage;;;;;;0/5 MHz (Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPS-SCR-05
PLAST-60;CLAB0072;Electricité;Variable;NI PCIe 6612;/;0;;;;National Instruments;NI PCIe 6612;HC1175469;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / LAB / MAGASIN NEW EQUIPMENT
PLAST-60;CLAB0073;Electricité;Variable;NI PCIe 6612;/;0;;;;National Instruments;NI PCIe 6612;HC1175468;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / LAB / MAGASIN NEW EQUIPMENT
PLAST-60;CLAB0074;Electricité;Variable;NI PCIe 6612;/;0;;;;National Instruments;NI PCIe 6612;HC1177556;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / LAB / MAGASIN NEW EQUIPMENT
PLAST-60;CLAB0075;Electricité;Variable;NI PCIe 6612;/;0;;;;National Instruments;NI PCIe 6612;HC1175467;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / LAB / MAGASIN NEW EQUIPMENT
PLAST-60;CLAB0076;Electricité;Variable;NI 9211;/;0;;;;National Instruments;NI 9211;HC1961373;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / FEP / FEP-027 (station 1)
PLAST-60;CLAB0077;Electricité;Variable;NI 9211;/;0;;;;National Instruments;NI 9211;HC1961374;;;;Réformé;;;;;;Approach device (Tol:Approach device);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / FEP / FEP 034 Station mobile Laval
PLAST-60;CLAB0078;Electricité;Variable;NI 9211;/;0;;;;National Instruments;NI 9211;HC1961435;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / FEP / FEP-020 (SIMTEC 20 Hz)
PLAST-60;CLAB0079;Electricité;Variable;NI 9211;/;0;;;;National Instruments;NI 9211;HC1961431;;;;Perdu;;;;;;-80/+80 mV (Tol:±0,06  %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / LAB / MAGASIN NEW EQUIPMENT
PLAST-60;CLAB0080;Electricité;Variable;NI 9211;/;0;;;;National Instruments;NI 9211;HC1961557;;;;Non soumis à l'étalonnage;;;;;;-80/+80 mV (Tol:±0,06 %RV);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0081;Electricité;Variable;NI 9211;/;0;;;;National Instruments;NI 9211;HC1961434;;;;Non soumis à l'étalonnage;;;;;;-80/+80 mV (Tol:±0,06 %RV);;;Y.SKOCZEK;Chaine de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-19
PLAST-60;CLAB0082;Electricité;Variable;NI 9211;/;0;;;;National Instruments;NI 9211;HC1961375;;;;En service;;;;;;-80/+80 mV (Tol:±0,06 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0083;Electricité;Variable;NI 9211;/;0;;;;National Instruments;NI 9211;HC1961558;;;;Sommeil;;;;;;-80/+80 mV (Tol:±0,06 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-18
PLAST-60;CLAB0084;Electricité;Variable;NI 9211;/;0;;;;National Instruments;NI 9211;HC1961370;;;;Sommeil;;;;;;-80/+80 mV (Tol:±0,06 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0085;Electricité;Variable;NI 9211;/;0;;;;National Instruments;NI 9211;HC1961433;;;;En service;;;;;;-80/+80 mV (Tol:±0,06 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0086;Electricité;Variable;NI 9211;/;0;;;;National Instruments;NI 9211;HC1961556;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / FEP / FEP-004 (SIMTEC 10 HZ)
PLAST-60;CLAB0087;Electricité;Variable;NI 9211;/;0;;;;National Instruments;NI 9211;HC1961436;;;;Non soumis à l'étalonnage;;;;;;-80/+80 mV (Tol:±0,06 %RV);;;Y.SKOCZEK;Chaine de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-29
PLAST-60;CLAB0088;Electricité;Variable;NI 9472;/;0;;;;National Instruments;NI 9472;HC2026527;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Instrument non critique;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0089;Electricité;Variable;NI 9215;/;0;;;;National Instruments;NI 9215;HC1956426;;;;Sommeil;;;;;;-10/+10 V (Tol:±0,2 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0090;Electricité;Variable;NI 9215;/;0;;;;National Instruments;NI 9215;HC1956246;;;;Perdu;;;;;;-10/+10 V (Tol:±0,2 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0091;Electricité;Variable;NI 9401;/;0;;;;National Instruments;NI 9401;HC2010084;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / MAG / Moyen
PLAST-60;CLAB0092;Electricité;Variable;NI 9211;/;0;;;;National Instruments;NI 9211;HC1961427;;;;Non soumis à l'étalonnage;;;;;;-80/+80 mV (Tol:±0,06 %RV);;;Y.SKOCZEK;Chaine de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-17
PLAST-60;CLAB0093;Electricité;Variable;NI 9211;/;0;;;;National Instruments;NI 9211;HC1961426;;;;Perdu;;;;;;-80/+80 mV (Tol:±0,06 %RV);;;Y.SKOCZEK;Instrument de mesure;;EXOTEST;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0094;Electricité;Variable;NI 9472;/;0;;;;National Instruments;NI 9472;HC2026528;;;;Sommeil;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0095;Electrique;Variable;NI 9263;/;0;;;;National Instruments;NI 9263;HC1957385;;;;Perdu;;;;;;±10 V (Tol:±0,1 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0096;Electricité;Variable;ni 9263;/;0;;;;National Instruments;NI 9263;HC1957384;;;;En service;;;;;;±10 V (Tol:±0,1  %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-29
PLAST-60;CLAB0097;Electricité;Variable;NI 9215;/;0;;;;National Instruments;NI 9215;HC1956463;;;;Sommeil;;;;;;-10/+10 V (Tol:±0,2 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-20
PLAST-60;CLAB0098;Electricité;Variable;NI 9215;/;0;;;;National Instruments;NI 9215;HC1956466;;;;En service;;;;;;-10/+10 V (Tol:±0,2 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-21
PLAST-60;CLAB0099;Electricité;Variable;NI 9215;/;0;;;;National Instruments;NI 9215;HC1956417;;;;Perdu;;;;;;-10/+10 V (Tol:±0,2 %RV);;;Y.SKOCZEK;Instrument de mesure;;EXOTEST;;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-12
PLAST-60;CLAB0100;Electricité;Variable;NI 9472;/;0;;;;National Instruments;NI 9472;HC2026529;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0101;Electricité;Variable;NI 9211;/;0;;;;National Instruments;NI 9211;HC1961371;;;;Sommeil;;;;;;-80/+80 mV (Tol:±0,06  %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0102;Electricité;Variable;NI 9211;/;0;;;;National Instruments;NI 9211;HC1961376;;;;Sommeil;;;;;;-80/+80 mV (Tol:±0,06 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0103;Electricité;Variable;NI 9215;/;0;;;;National Instruments;NI 9215;HC1956414;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPS-SCR-06
PLAST-60;CLAB0104;Electricité;Variable;NI 9215;/;0;;;;National Instruments;NI 9215;HC1956416;;;;Sommeil;;;;;;-10/+10 V (Tol:±0,2 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-07
PLAST-60;CLAB0105;Electricité;Variable;NI 9215;/;0;;;;National Instruments;NI 9215;HC1956413;;;;Sommeil;;;;;;-10/+10 V (Tol:±0,2 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0106;Electricité;Variable;NI 9472;/;0;;;;National Instruments;NI 9472;HC2026534;;;;Sommeil;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0107;Electricité;Variable;NI 9211;/;0;;;;National Instruments;NI 9211;HC1961372;;;;Non soumis à l'étalonnage;;;;;;-80/+80 mV (Tol:±0,06 %RV);;;Y.SKOCZEK;Chaine de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-21
PLAST-60;CLAB0108;Electricité;Variable;NI 9211;/;0;;;;National Instruments;NI 9211;HC1961432;;;;Sommeil;;;;;;-80/+80 mV (Tol:±0,06 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0109;Electricité;Variable;NI 9211;/;0;;;;National Instruments;NI 9211;HC1961559;;;;Perdu;;;;;;-80/+80 mV (Tol:±0,06 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PVC-SCR-03
PLAST-60;CLAB0110;Electricité;Variable;NI 9215;/;0;;;;National Instruments;NI 9215;HC1956465;;;;Perdu;;;;;;-10/+10 V (Tol:±0,2 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-18
PLAST-60;CLAB0111;Electricité;Variable;NI 9215;/;0;;;;National Instruments;NI 9215;HC1956415;;;;En service;;;;;;-10/10 V (Tol:± 0,2% RV);;;E.BOUCAUX;Instrument de mesure;;;;PROTOTYPE / ASS / ASS-035 (Phoenix)
PLAST-60;CLAB0112;Electricité;Variable;NI 9472;/;0;;;;National Instruments;NI 9472;HC2026525;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0113;Electricité;Variable;NI 9215;/;0;;;;National Instruments;NI 9215;HC1956464;;;;Sommeil;;;;;;-10/+10 V (Tol:±0,2 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0114;Electricité;Variable;NI 9215;/;0;;;;National Instruments;NI 9215;HC1956467;;;;Sommeil;;;;;;-10/+10 V (Tol:±0,2 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / PPM-SCR-07
PLAST-60;CLAB0115;Electricité;Variable;NI 9215;/;0;;;;National Instruments;NI 9215;HC1956245;;;;Sommeil;;;;;;-10/+10 V (Tol:±0,2 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0116;Electricité;Variable;NI 9215;/;0;;;;National Instruments;NI 9215;HC1956463;;;;Perdu;;;;;;-10/+10 V (Tol:±0,2 %RV);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0117;Electricité;Variable;NI 9215;/;0;;;;National Instruments;NI 9215;HC1956489;;;;En service;;;;;;-10/10 V (Tol:± 0,2% RV);;;E.BOUCAUX;Instrument de mesure;;;;PROTOTYPE / ASS / ASS-035 (Phoenix)
PLAST-60;CLAB0118;Electricité;Variable;NI 9472;/;0;;;;National Instruments;NI 9472;HC2026526;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Moyen d'approche;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0119;Electricité;Variable;NI 9401;/;0;;;;National Instruments;NI 9401;HC2010155;;;;Non soumis à l'étalonnage;;;;;;(Tol:Approach device);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / SCR / A-SCR-02
PLAST-60;CLAB0120;Electricité;Variable;NI 9401;/;0;;;;National Instruments;NI 9401;HC2010154;;;;Non soumis à l'étalonnage;;;;;;Approach device (Tol:Approach device);;;Y.SKOCZEK;Instrument de mesure;;;;LABORATOIRE DEVELOPPEMENT / MAG / Moyen
