Affectation;Sous-Affectation;Désignation;Informations liées (Identification, Désignation, N° de série);Identification;Gamme;Tolérance;Avis;Etat d'utilisation;Date d'intervention;Prochaine date d'intervention;Périodicité;N° de série;Commentaire
SCR;A-SCR-02;NI 9472;;CLAB0112;(;Approach device;;Non soumis à l'étalonnage;;;;HC2026525;
SCR;A-SCR-02;NI 9215;;CLAB0113;-10/+10 V;±0,2 %RV;Conforme;Sommeil;06/10/2021 00:00:00;06/10/2024 00:00:00;36 Mois;HC1956464;
SCR;PPM-SCR-07;NI 9215;;CLAB0114;-10/+10 V;±0,2 %RV;;Perdu;;;;HC1956467;
SCR;A-SCR-02;NI 9215;;CLAB0115;-10/+10 V;±0,2 %RV;Conforme;Sommeil;25/05/2021 00:00:00;25/05/2024 00:00:00;36 Mois;HC1956245;
SCR;A-SCR-02;NI 9215;;CLAB0116;-10/+10 V;±0,2 %RV;;Perdu;;;;HC1956463;
ASS;ASS-035 (PHOENIX);NI 9215;;CLAB0117;-10/10 V;± 0,2% RV;Conforme;En service;18/11/2021 00:00:00;18/11/2024 00:00:00;36 Mois;HC1956489;
SCR;A-SCR-02;NI 9472;;CLAB0118;(;Approach device;;Non soumis à l'étalonnage;;;;HC2026526;
SCR;A-SCR-02;NI 9401;;CLAB0119;(;Approach device;;Non soumis à l'étalonnage;;;;HC2010155;
MAG;MOYEN;NI 9401;;CLAB0120;Approach device;Approach device;;Non soumis à l'étalonnage;;;;HC2010154;
LAB;MAGASIN NEW EQUIPMENT;NI 9401;;CLAB0121;Approach device;Approach device;;Non soumis à l'étalonnage;;;;HC2010153;
SCR;A-SCR-02;NI 9401;;CLAB0122;(;Approach device;;Non soumis à l'étalonnage;;;;HC2010085;
SCR;A-SCR-02;NI 9211;;CLAB0123;Approach device;Approach device;;Non soumis à l'étalonnage;;;;HC1961437;
LAB;JULIEN GUEIB;NI USB 6008;;CLAB0124;-10/+10 V;±14,7 mV;Conforme;En service;21/09/2018 00:00:00;04/05/2024 00:00:00;36 Mois;300E409;
LAB;BOX GM;NI USB 6211;;CLAB0125;"Analog Input: -10/10 V; -5/5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";;Perdu;;;;1846A23;
SCR;A-SCR-02;NI USB 6211;;CLAB0126;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";Conforme;Sommeil;11/09/2018 00:00:00;;36 Mois;1642567;
SCR;A-SCR-02;NI USB 6211;;CLAB0127;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";;Perdu;;;;155AD00;
SCR;J. GUEIB;NI USB 6211;;CLAB0128;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";Conforme;En service;19/11/2021 00:00:00;19/11/2024 00:00:00;36 Mois;191CC92;
SCR;ARMOIRE;NI USB 6211;;CLAB0129;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";;Perdu;;;;191CD0F;
SCR;METROLOGY AREA;NI USB 6211;;CLAB0130;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";Conforme;En service;25/04/2022 00:00:00;25/04/2025 00:00:00;36 Mois;191CCCB;
SCR;A-SCR-02;NI 9472;;CLAB0131;(;Approach device;;Non soumis à l'étalonnage;;;;19127BE;
SCR;A-SCR-02;NI 9215;;CLAB0132;-10/+10 V;±0,2 %RV;;Perdu;;;;1863333;
LAB;BANC POMPE ADF\ FEP-010;FP-AI-100;;CLAB0133;Approach device;Approach device;;Non soumis à l'étalonnage;;;;1179D3E;
LAB;BANC POMPE ADF\ FEP-010;FP-AI-100;;CLAB0134;Approach device;Approach device;;Non soumis à l'étalonnage;;;;1179D47;
LAB;BANC POMPE ADF\ FEP-010;FP-AI-111;;CLAB0135;Approach device;Approach device;;Non soumis à l'étalonnage;;;;115471F;
LAB;BANC POMPE ADF\ FEP-010;FP-DI-301;;CLAB0136;Approach device;Approach device;;Non soumis à l'étalonnage;;;;1179D74;
LAB;BANC POMPE ADF\ FEP-010;FP-AO-200;;CLAB0137;Approach device;Approach device;;Non soumis à l'étalonnage;;;;116FC67;
LAB;BANC POMPE ADF\ FEP-010;FP-AO-200;;CLAB0138;Approach device;Approach device;;Non soumis à l'étalonnage;;;;11F5171;
LAB;BANC POMPE ADF\ FEP-010;FP-DO-401;;CLAB0139;Approach device;Approach device;;Non soumis à l'étalonnage;;;;11764AC;
FEP;FEP-029 (STATION 2);NI CDAQ 9172;;CLAB0140;Approach device;Approach device;;Réformé;;;;;
SCR;A-SCR-02;NI 9203;;CLAB0141;4/20 mA;±0,18 %RV;;Perdu;;;;1397259;
FEP;FEP-028;NI 9203;;CLAB0142;Approach device;Approach device;;Non soumis à l'étalonnage;;;;13971DB;
SCR;A-SCR-02;NI 9211;;CLAB0143;-80/+80 mV;±0,06 %RV;Conforme;Sommeil;22/07/2021 00:00:00;22/07/2024 00:00:00;36 Mois;12FD892;
MAG;MAGASIN;NI 9219;;CLAB0144;Réformé;Réformé;;Réformé;;;;NA;
FEP;FEP-028 (STATION 3);NI CDAQ 9172;;CLAB0145;Approach device;Approach device;;Non soumis à l'étalonnage;;;;SANS;
FEP;FEP 034 STATION MOBILE LAVAL;NI 9203;;CLAB0146;Approach device;Approach device;;Réformé;;;;12FC065;
LAB;STATION FEP-029;NI 9203;;CLAB0147;4/20 mA;±0,18  %RV;;Non soumis à l'étalonnage;;;;12FC022;
SCR;A-SCR-02;NI 9211;;CLAB0148;-80/+80 mV;±0,06 %RV;Conforme;En service;22/04/2022 00:00:00;22/04/2025 00:00:00;36 Mois;12FD94D;
ASS;ASS-035 (PHOENIX);NI 9219;;CLAB0149;"-60/60 V; -15/15 V; -4/4 V-1/1 V; -125/125 mV-25/25 mA1kOhm ; 10 kOhm± 125 mVTemp)";± 0,3% RV± 0,1% RV± 0,1% RV± 0,1% RV± 0,2% RV;Conforme;En service;02/12/2021 00:00:00;02/12/2024 00:00:00;36 Mois;E9C92C;
FEP;FEP-027 (STATION 1);NI CDAQ 9172;;CLAB0150;Approach device;Approach device;;Non soumis à l'étalonnage;;;;;
SCR;A-SCR-02;NI 9203;;CLAB0151;4/20 mA;±0,18 %RV;Conforme;En service;19/11/2021 00:00:00;19/11/2024 00:00:00;36 Mois;12AB93E;
FEP;ARMOIRE;NI 9203;;CLAB0152;Approach device;Approach device;;Non soumis à l'étalonnage;;;;12FC019;
SCR;A-SCR-02;NI 9211;;CLAB0153;-80/+80 mV;±0,06 %RV;;Perdu;;;;1287C90;
LAB;STATION MOBILE LAVAL;NI 9219;;CLAB0154;"±60 V; ±15 V; ±4 V; ±1V; ±125 mV; ±25 mA; 1kOhm; 10 kOhm ±125 mV Temp";"±0,3  %RV; ±0,1  %RV; ±0,1  %RV; ±0,1  %RV; ±0,2  %RV";Conforme;En service;14/04/2021 00:00:00;14/04/2024 00:00:00;36 Mois;E97B82;
SCR;PPM-SCR-11;NI CDAQ 9178;;CLAB0155;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;175DCAB;
SCR;PPM-SCR-13;NI 9211;;CLAB0156;-80/+80 mV;±0,06 %RV;;Non soumis à l'étalonnage;;;;154CBEC;
SCR;PPM-SCR-07;NI 9211;;CLAB0157;-80/+80 mV;±0,06 %RV;;Perdu;;;;154CC10;
SCR;PPS-SCR-01;NI 9215;;CLAB0158;-10/+10 V;±0,2 %RV;;Perdu;;;;174638F;
SCR;A-SCR-02;NI 9472;;CLAB0159;(;Approach device;;Non soumis à l'étalonnage;;;;180A675;
MET;SCR-202;NI 9215;;CLAB0160;-10/+10 V;±0,2 %RV;;Perdu;;;;1418A6A;
SCR;A-SCR-02;NI 9219;;CLAB0161;"±60 V; ±15 V; ±4 V; ±1 V; ±125 mV; ±25 mA; 1kOhm; 10 kOhm ±125 mV Temp";"±0,3 %RV;±0,1 %RV;±0,1 %RV;±0,1 %RV;±0,2 %RV";Conforme;En service;02/12/2021 00:00:00;02/12/2024 00:00:00;36 Mois;143C87C;
SCR;A-SCR-02;NI 9211;;CLAB0162;-80/+80 mV;±0,06 %RV;Conforme;En service;22/07/2021 00:00:00;22/07/2024 00:00:00;36 Mois;1454DA7;
LAB;FEP-027 (STATION 1);NI 9203;;CLAB0163;4/20 mA;±0,18  %RV;;Non soumis à l'étalonnage;;;;146641D;
FEP;FEP 034 STATION MOBILE LAVAL;NI CDAQ 9172;;CLAB0164;Approach device;Approach device;;Réformé;;;;13FBE4A;
SCR;PPS-SCR-01;NI CDAQ 9174;;CLAB0166;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;14E664A;
FEP;FEP-028 (STATION 3);NI 9203;;CLAB0167;Approach device;Approach device;;Non soumis à l'étalonnage;;;;14FED73;
SCR;PPM-SCR-13;NI 9215;;CLAB0168;-10/+10 V;±0,2 %RV;Conforme;En service;18/11/2021 00:00:00;18/11/2024 00:00:00;36 Mois;144BED2;
SCR;A-SCR-02;NI 9211;;CLAB0169;-80/+80 mV;±0,06 %RV;Conforme;En service;25/05/2021 00:00:00;25/05/2024 00:00:00;36 Mois;1405D14;
SCR;A-SCR-02;NI 9265;;CLAB0170;Approach device;Approach device;;Non soumis à l'étalonnage;;;;14F7748;
FEP;;NI 9203;;CLAB0171;Approach device;Approach device;;Non soumis à l'étalonnage;;;;16E0C03;
SCR;A-SCR-02;NI 9215;;CLAB0172;-10/+10 V;±0,2 %RV;Conforme;En service;06/10/2021 00:00:00;06/10/2024 00:00:00;36 Mois;16D97CB;
SCR;PPM-SCR-14;NI 9211;;CLAB0173;-80/+80 mV;±0,06 %RV;;Non soumis à l'étalonnage;;;;167C8OC;
FEP;FEP-020 (SIMTEC 20 HZ);NI 9265;;CLAB0174;Approach device;Approach device;;Non soumis à l'étalonnage;;;;169D52D;
SCR;PPX-SCR-XX;NI CDAQ 9174;;CLAB0175;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;16EEA33;
SCR;PPS-SCR-08;NI CDAQ 9174;;CLAB0176;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;1558EC9;
SCR;PPM-SCR-10;NI 9211;;CLAB0177;-80/+80 mV;±0,06 %RV;;Non soumis à l'étalonnage;;;;1910663;
SCR;A-SCR-02;NI 9215;;CLAB0178;-10/+10 V;±0,2 %RV;;Perdu;;;;1863282;
SCR;A-SCR-02;NI 9211;;CLAB0179;-80/+80 mV;±0,06 %RV;Conforme;En service;22/07/2021 00:00:00;22/07/2024 00:00:00;36 Mois;157B50F;
SCR;PPM-SCR-19;NI CDAQ 9178;;CLAB0180;0/5 MHz;±50 ppm RV;;Non soumis à l'étalonnage;;;;1869D9E;
SCR;PPM-SCR-11;NI 9215;;CLAB0181;-10/+10 V;±0,2 %RV;Conforme;Etalonnage/Vérification en cours;18/10/2018 00:00:00;18/10/2021 00:00:00;36 Mois;1500CD8;
SCR;A-SCR-02;NI 9215 WITH BNC;;CLAB0182;-10/+10 V;±0,2 %RV;Conforme;En service;19/07/2021 00:00:00;19/07/2024 00:00:00;36 Mois;138325B;
SCR;PVC-SCR-03;NI 9211;;CLAB0183;-80/+80 mV;±0,06 %RV;;Perdu;;;;1760E4A;
SCR;A-SCR-02;NI 9211;;CLAB0184;-80/+80 mV;±0,06 %RV;;Perdu;;;;1760E0F;
SCR;PPM-SCR-21;NI CDAQ 9178;;CLAB0185;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;189D87;
SCR;A-SCR-02;NI 9211;;CLAB0186;-80/+80 mV;±0,06 %RV;Conforme;En service;22/07/2021 00:00:00;22/07/2024 00:00:00;36 Mois;;
SCR;A-SCR-02;NI 9215;;CLAB0187;-10/+10 V;±0,2 %RV;;Perdu;;;;1863317;
SCR;PPM-SCR-17;NI 9211;;CLAB0188;-80/+80 mV;±0,06 %RV;;Non soumis à l'étalonnage;;;;186E4C9;
SCR;A-SCR-02;NI 9472;;CLAB0189;(;Approach device;Voir résultats dans Certificat;Sommeil;24/08/2015 00:00:00;24/08/2018 00:00:00;36 Mois;181E7F2;
SCR;PPM-SCR-03;NI CDAQ 9178;;CLAB0190;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;1895579;
SCR;PPM-SCR-15;NI 9211;;CLAB0191;-80/+80 mV;±0,06 %RV;;Perdu;;;;1894EB6;
SCR;A-SCR-02;NI 9215;;CLAB0192;-10/+10 V;±0,2 %RV;Conforme;En service;06/10/2021 00:00:00;06/10/2024 00:00:00;36 Mois;18632EF;
SCR;A-SCR-02;NI 9215;;CLAB0193;-10/+10 V;±0,2 %RV;;Perdu;;;;174635C;
SCR;PPM-SCR-04;NI CDAQ 9178;;CLAB0194;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;175DDB3;
SCR;PPX-SCR-XX;NI CDAQ 9174;;CLAB0195;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;16EEA33;
SCR;PPM-SCR-04;NI 9211;;CLAB0196;-80/+80 mV;±0,06 %RV;;Non soumis à l'étalonnage;;;;1387D45;
SCR;A-SCR-02;NI 9215;;CLAB0197;-10/+10 V;±0,2 %RV;Conforme;Sommeil;06/10/2021 00:00:00;06/10/2024 00:00:00;36 Mois;1914B4A;
SCR;A-SCR-02;NI 9472;;CLAB0198;(;Approach device;;Non soumis à l'étalonnage;;;;191284A;
SCR;PPS-SCR-03;NI CDAQ 9174;;CLAB0199;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;1558EDD;
SCR;PVC-SCR-03;NI 9215;;CLAB0200;-10/+10 V;±0,2 %RV;;Perdu;;;;1543D07;
SCR;PPM-SCR-29;NI 9211;;CLAB0201;-80/+80 mV;±0,06 %RV;;Non soumis à l'étalonnage;;;;1808C8E;
LAB;JULIEN GUEIB;NI USB 6211;;CLAB0202;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";Conforme;En service;11/09/2018 00:00:00;27/04/2024 00:00:00;36 Mois;1A2CC7C;
SCR;PPX-SCR-XX;NI CDAQ 9178;;CLAB0203;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;1780397;
SCR;PPM-SCR-07;NI 9211;;CLAB0204;-80/+80 mV;±0,06 %RV;;Perdu;;;;1777608;
SCR;A-SCR-02;NI 9215;;CLAB0205;-10/+10 V;±0,2 %RV;Conforme;En service;25/05/2021 00:00:00;25/05/2024 00:00:00;36 Mois;17DBCA9;
SCR;PPM-SCR-26;NI CDAQ 9178;;CLAB0206;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;175DD7E;
SCR;PPM-SCR-15;NI 9215;;CLAB0207;-10/+10 V;±0,2 %RV;;Perdu;;;;17DBD07;
SCR;PPM-SCR-14;NI 9211;;CLAB0208;-80/+80 mV;±0,06 %RV;;Non soumis à l'étalonnage;;;;189CB98;
SCR;A-SCR-02;NI 9211;;CLAB0209;-80/+80 mV;±0,06 %RV;Conforme;Sommeil;22/07/2021 00:00:00;22/07/2024 00:00:00;36 Mois;1777599;
SCR;A-SCR-02;NI 9472;;CLAB0210;(;Approach device;Voir résultats dans Certificat;Sommeil;24/08/2015 00:00:00;24/08/2018 00:00:00;36 Mois;180A6B8;
SCR;PPM-SCR-23;NI CDAQ 9178;;CLAB0211;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;1,91E+07;
SCR;PPM-SCR-12;NI 9215;;CLAB0212;-10/+10 V;±0,2 %RV;;Perdu;;;;186324D;
SCR;PPM-SCR-04;NI 9211;;CLAB0213;-80/+80 mV;±0,06 %RV;;Non soumis à l'étalonnage;;;;1,91E+12;
SCR;A-SCR-02;NI 9211;;CLAB0214;-80/+80 mV;±0,06 %RV;Conforme;En service;22/07/2021 00:00:00;22/07/2024 00:00:00;36 Mois;1910708;
SCR;A-SCR-02;;;CLAB0215;(;Approach device;;Non soumis à l'étalonnage;;;;180A64D;
SCR;PPS-SCR-07;NI CDAQ 9174;;CLAB0216;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;1817FA9;
SCR;PPM-SCR-29;NI 9215;;CLAB0217;-10/+10 V;±0,2 %RV;Conforme;En service;19/07/2021 00:00:00;19/07/2024 00:00:00;36 Mois;186323A;
SCR;A-SCR-02;NI 9401;;CLAB0218;(;Approach device;;Non soumis à l'étalonnage;;;;1547CD7;
SCR;PPM-SCR-21;NI 9211;;CLAB0219;-80/+80 mV;±0,06 %RV;;Non soumis à l'étalonnage;;;;157B5EB;
SCR;ARMOIRE;NI 9211;;CLAB0220;-80/+80 mV;±0,06  %RV;;Perdu;;;;1760E4B;
FEP;FEP-030;NI USB 6211;;CLAB0221;"Analog Input: -10/10 V; -5/5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";;Non soumis à l'étalonnage;;;;191CD0E;
SCR;PPS-SCR-09;NI CDAQ 9174;;CLAB0222;0/5 MHz;±50 ppm;;Non soumis à l'étalonnage;;;;1558EC6;
SCR;A-SCR-02;NI 9211;;CLAB0223;-80/+80 mV;±0,06 %RV;Conforme;En service;22/07/2021 00:00:00;22/07/2024 00:00:00;36 Mois;1426ADC;
SCR;A-SCR-02;NI 9401;;CLAB0224;(;Approach device;;Non soumis à l'étalonnage;;;;14B6DB4;
SCR;PPX-SCR-XX;NI CDAQ 9178;;CLAB0225;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;19154BE;
SCR;A-SCR-02;NI 9211;;CLAB0226;-80/+80 mV;±0,06 %RV;;Perdu;;;;1760DD6;
SCR;A-SCR-02;NI 9211;;CLAB0227;-80/+80 mV;±0,06 %RV;;Perdu;;;;157B515;
SCR;A-SCR-02;NI 9472;;CLAB0228;(;Approach device;;Non soumis à l'étalonnage;;;;188173D;
SCR;PPX-SCR-XX;NI CDAQ 9178;;CLAB0229;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;1780331;
SCR;PPM-SCR-10;NI 9211;;CLAB0230;-80/+80 mV;±0,06 %RV;;Non soumis à l'étalonnage;;;;154CC08;
SCR;A-SCR-02;NI 9215;;CLAB0231;-10/+10 V;±0,2 %RV;;Perdu;;;;17DBD00;
SCR;A-SCR-02;NI 9211;;CLAB0232;-80/+80 mV;±0,06 %RV;Conforme;Sommeil;22/07/2021 00:00:00;22/07/2024 00:00:00;36 Mois;154CBAB;
SCR;A-SCR-02;NI 9472;;CLAB0233;(;Approach device;;Non soumis à l'étalonnage;;;;180A6AE;
SCR;PPX-SCR-XX;NI CDAQ 9178;;CLAB0234;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;19055AD;
SCR;A-SCR-02;NI 9221;;CLAB0235;±60 V;±0,25 %RV;Conforme;En service;20/07/2021 00:00:00;20/07/2024 00:00:00;36 Mois;18FD200;
SCR;PPM-SCR-19;NI 9211;;CLAB0236;-80/+80 mV;±0,06 %RV;;Non soumis à l'étalonnage;;;;1928A60;
SCR;A-SCR-02;NI 9221;;CLAB0237;±60 V;±0,25 %RV;;Perdu;;;;18FD232;
SCR;A-SCR-02;NI 9472;;CLAB0238;(;Approach device;;Non soumis à l'étalonnage;;;;1912FC;
SCR;JULIEN GUEIB;NI USB 6211;;CLAB0239;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";;Perdu;;;;1921422;
SCR;A-SCR-02;NI USB 6211;;CLAB0240;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";Conforme;Sommeil;25/06/2019 00:00:00;25/06/2022 00:00:00;36 Mois;191CCC3;
SCR;A-SCR-02;NI USB 6211;;CLAB0241;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";Conforme;En service;04/07/2022 00:00:00;04/07/2025 00:00:00;36 Mois;191CD13;
SCR;PRET IVC;NI USB 6211;;CLAB0242;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";;Non soumis à l'étalonnage;;;;191CD4C;
FEP;FEP-031;ni USB 6211;;CLAB0243;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz";Approach device;;Non soumis à l'étalonnage;;;;191CC93;
SCR;A-SCR-02;NI USB 6211;;CLAB0244;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";Conforme;En service;19/11/2021 00:00:00;19/11/2024 00:00:00;36 Mois;14FDCB5;
SCR;PVC-SCR-02;NI CDAQ 9178;;CLAB0245;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;18F22D5;
SCR;PPS-SCR-01;NI 9401;;CLAB0246;(;Approach device;;Non soumis à l'étalonnage;;;;18C52E;
SCR;A-SCR-02;NI 9211;;CLAB0247;-80/+80 mV;±0,06 %RV;Conforme;Sommeil;21/07/2021 00:00:00;21/07/2024 00:00:00;36 Mois;18E9DCA;
SCR;A-SCR-02;NI 9221;;CLAB0248;±60 V;±0,25 %RV;Conforme;En service;20/07/2021 00:00:00;20/07/2024 00:00:00;36 Mois;1804433;
SCR;A-SCR-02;NI 9472;;CLAB0249;(;Approach device;Voir résultats dans Certificat;Sommeil;24/08/2015 00:00:00;24/08/2018 00:00:00;36 Mois;18EC855;
SCR;A-SCR-02;NI 9215;;CLAB0250;-10/+10 V;±0,2 %RV;Conforme;En service;25/05/2021 00:00:00;25/05/2024 00:00:00;36 Mois;18DFEE8;
FEP;FEP-051;NI CDAQ 9172;;CLAB0251;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;13FBF14;
LAB;MAGASIN\ DEV USB 1;NI USB 9162;;CLAB0252;Approach device;Approach device;;Non soumis à l'étalonnage;;;;157C1D9;
LAB;BANC FONCTIONNEL N°5 SCR;NI USB 6211;;CLAB0253;"Analog Input: -10/10 V; -5/5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";;Perdu;;;;16CD849;
SCR;PPM-SCR-08;NI CDAQ 9178;;CLAB0254;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;14F291A;
SCR;A-SCR-02;NI 9263;;CLAB0255;-10/+10 V;±0,1  %RV;Conforme;En service;25/04/2022 00:00:00;25/04/2025 00:00:00;36 Mois;1500922;
SCR;A-SCR-02;NI 9205;;CLAB0256;"-10/+10 V; -5/+5 V; -1/+1 V; -0,2/+0,2 V";"±6,23 mV;±3,23 mV;±0,69 mV;±0,174 mV";;Perdu;;;;14FC9D0;
LAB;A-SCR-02;NI 9213;;CLAB0257;"± 78 mV High Resolution; ±78 mV High Speed";±0,03  %RV ±0,04  %RV;Conforme;Etalonnage/Vérification en cours;24/09/2019 00:00:00;24/09/2022 00:00:00;36 Mois;14FCD17;
ASS;ASS-035 (PHOENIX);NI CDAQ 9172;;CLAB0258;Approach device;Approach device;;Non soumis à l'étalonnage;;;;13615BE;
SCR;A-SCR-02;NI 9211;;CLAB0259;-80/+80 mV;±0,06 %RV;Conforme;En service;06/10/2021 00:00:00;06/10/2024 00:00:00;36 Mois;1,76E+16;
SCR;PPM-SCR-18;NI 9211;;CLAB0260;-80/+80 mV;±0,06 %RV;;Perdu;;;;186E515;
SCR;PPM-SCR-01;NI 9211;;CLAB0261;-80/+80 mV;±0,06 %RV;;Non soumis à l'étalonnage;;;;191062B;
SCR;A-SCR-02;NI 9211;;CLAB0262;-80/+80 mV;±0,06 %RV;Conforme;En service;22/04/2022 00:00:00;22/04/2025 00:00:00;36 Mois;1387D2C;
SCR;PPX-SCR-XX;NI CDAQ 9178;;CLAB0263;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;19055CF;
SCR;A-SCR-02;NI 9211;;CLAB0264;-80/+80 mV;±0,06 %RV;;Perdu;;;;19106F5;
SCR;A-SCR-02;NI 9211;;CLAB0265;-80/+80 mV;±0,06 %RV;Conforme;En service;25/05/2021 00:00:00;25/05/2024 00:00:00;36 Mois;19105F7;
SCR;PPM-SCR-20;NI 9211;;CLAB0266;-80/+80 mV;±0,06 %RV;;Perdu;;;;1910601;
SCR;A-SCR-02;NI 9211;;CLAB0267;-80/+80 mV;±0,06 %RV;Conforme;En service;21/07/2021 00:00:00;21/07/2024 00:00:00;36 Mois;157B509;
SCR;A-SCR-02;NI 9211;;CLAB0268;-80/+80 mV;±0,06 %RV;Conforme;En service;21/07/2021 00:00:00;21/07/2024 00:00:00;36 Mois;19106C5;
SCR;A-SCR-02;NI 9472;;CLAB0270;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;1912883;
LAB;PROTO BANC TEST FONCTIONNEL ;NI USB 6211;;CLAB0271;"Analog Input: -10/10 V; -5/5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";;Perdu;;;;191CC80;
SCR;PRET IVC;NI USB 6211;;CLAB0272;"Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz";"Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz";;Perdu;;;;19214C5;
SCR;PPX-SCR-XX;NI CDAQ 9178;;CLAB0274;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;1869D85;
SCR;A-SCR-02;NI 9211;;CLAB0275;-80/+80 mV;±0,06 %RV;Conforme;En service;21/07/2021 00:00:00;21/07/2024 00:00:00;36 Mois;1808D52;
SCR;A-SCR-02;NI 9211;;CLAB0276;-80/+80 mV;±0,06 %RV;Conforme;En service;19/11/2021 00:00:00;19/11/2024 00:00:00;36 Mois;186E4D0;
SCR;ARMOIRE;NI 9211;;CLAB0277;-80/+80 mV;±0,06 %RV;;Perdu;;;;17775DC;
SCR;A-SCR-02;NI 9211;;CLAB0278;-80/+80 mV;±0,06 %RV;Conforme;Sommeil;22/12/2021 00:00:00;22/12/2024 00:00:00;36 Mois;1387D97;
SCR;A-SCR-02;NI 9211;;CLAB0279;-80/+80 mV;±0,06 %RV;Conforme;En service;21/07/2021 00:00:00;21/07/2024 00:00:00;36 Mois;1808C84;
SCR;A-SCR-02;NI 9211;;CLAB0280;-80/+80 mV;±0,06 %RV;;Perdu;;;;1894ECB;
SCR;PVC-SCR-01;NI CDAQ 9178;;CLAB0281;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;19154D7;
SCR;A-SCR-02;NI 9215;;CLAB0282;-10/+10 V;±0,2 %RV;Conforme;Sommeil;14/12/2021 00:00:00;14/12/2024 00:00:00;36 Mois;174635A;
FEP;FEP028 (STATION 3);NI 9211;;CLAB0283;Approach device;Approach device;;Non soumis à l'étalonnage;;;;157B51A;
SCR;A-SCR-02;NI 9472;;CLAB0284;0/5 MHz;Approach device;;Non soumis à l'étalonnage;;;;1837DBD;
FEP;FEP-036 (ORVR);NI CDAQ 9172;"Identification : EMI-014, Désignation : Banc de test
Identification : FEP-036, Désignation : BANC DE TEST
Identification : CMAG0416, N° de Série : NA
Identification : CMAG0031, N° de Série : 2749879
Identification : CEMI0005, N° de Série : 20037
Identification : CFEP0006, N° de Série : NA
Identification : CEMI0058, N° de Série : N75CXSTN
Identification : CEMI0033, N° de Série : NA
Identification : CFEP0065, N° de Série : NA
Identification : CFEP0179, N° de Série : NA";CLAB0285;Approach device;Approach device;;Non soumis à l'étalonnage;;;;1378CC2;
