Code;Identification;Désignation complète;Avis
PLAST-60;CLAB0516;"NI USB 6211 / Analog Input: -10/+10 V; -5/+5 V; Counter: 0/5 Mhz (Tol:Analog Input: -10/10 V; -5/5 V Counter: 0/5 Mhz)";Conforme
PLAST-60;CLAB0517;NI 9264 / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CLAB0518;NI 9203 / 4/20 mA (Tol:±0,18 %RV);Conforme
PLAST-60;CLAB0530;"NI 9205 / -10/+10 V; -5/+5 V; -1/+1 V; -0,2/+0,2 V (Tol:±6,23 mV;±3,23 mV;±0,69 mV;±0,174 mV)";Conforme
PLAST-60;CLAB0531;"NI 9205 / -10/+10 V; -5/+5 V; -1/+1 V; -0,2/+0,2 V (Tol:±6,23 mV;±3,23 mV;±0,69 mV;±0,174 mV)";Conforme
PLAST-60;CLAB0532;NI 9211 / -80/+80 mV (Tol:±0,06 %RV);Conforme
PLAST-60;CLAB0533;NI 9263 / ±10 V (Tol:±0,1  %RV);Conforme
PLAST-60;CLAB0534;"NI 9219 / ±60 V; ±15 V; ±4 V; ±1 V; ±125 mV; ±25 mA; 1kOhm; 10 kOhm ±125 mV Temp (Tol:±0,3 %RV;±0,1 %RV;±0,1 %RV;±0,1 %RV;±0,2 %RV)";Conforme
PLAST-60;CLAB0535;"NI 9219 / ±60 V; ±15 V; ±4 V; ±1 V; ±125 mV; ±25 mA; 1kOhm; 10 kOhm ±125 mV Temp (Tol:±0,3 %RV;±0,1 %RV;±0,1 %RV;±0,1 %RV;±0,2 %RV)";Non conforme
PLAST-60;CLAB0536;NI 9269 / According Manufacturer SpecTo be defined (Tol:According Manufacturer SpecTo be defined);Conforme
PLAST-60;CLAB0538;"NI 9205 / -10/+10 V; -5/+5 V; -1/+1 V; -0,2/+0,2 V (Tol:±6,23 mV;±3,23 mV;±0,69 mV;±0,174 mV)";Conforme
PLAST-60;CLAB0539;NI 9263 / ±10 V (Tol:±0,1  %RV);Conforme
PLAST-60;CLAB0540;"NI 9219 / ±60 V; ±15 V; ±4 V; ±1 V; ±125 mV; ±25 mA; 1kOhm; 10 kOhm ±125 mV Temp (Tol:±0,3 %RV;±0,1 %RV;±0,1 %RV;±0,1 %RV;±0,2 %RV)";Non conforme
PLAST-60;CLAB0541;"NI 9219 / ±60 V; ±15 V; ±4 V; ±1 V; ±125 mV; ±25 mA; 1kOhm; 10 kOhm ±125 mV Temp (Tol:±0,3 %RV;±0,1 %RV;±0,1 %RV;±0,1 %RV;±0,2 %RV)";Conforme
PLAST-60;CLAB0545;NI 9211 / -80/+80 mV (Tol:±0,06 %RV);Conforme
PLAST-60;CLAB0546;NI 9211 / -80/+80 mV (Tol:±0,06 %RV);Conforme
PLAST-60;CLAB0547;NI 9211 / -80/+80 mV (Tol:±0,06 %RV);Conforme
PLAST-60;CLAB0548;NI 9211 / -80/+80 mV (Tol:±0,06 %RV);Conforme
PLAST-60;CLMA0003;Load sensor / 0/10000 N (Tol:±0,5 %RV);Conforme
PLAST-60;CLMA0004;Load sensor / 0/1000 N (Tol:±0,5 %RV);Conforme
PLAST-60;CLMA0006;Speed sensor - 0/500 mm/min (Tol:±0,5 %RV);Conforme
PLAST-60;CLMA0007;Profil projector - 0/100 mm (Tol:±4 µm);Conforme
PLAST-60;CLMA0008;Height gauge MESURE DE HAUTEUR 0/800 mm (Tol:±0,5 mm);Conforme
PLAST-60;CLMA0009;"Mass - 50 mm; 510 g (Tol:±0,1 mm; ±0,2 g)";Conforme
PLAST-60;CLMA0010;"Mass - 60 mm; 881 g (Tol:±0,1 mm; ±0,2 g)";Conforme
PLAST-60;CLMA0011-1;Mass - 500 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-10;Mass - 100 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-11;Mass - 100 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-12;Mass - 100 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-13;Mass - 101 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-14;Mass - 100 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-15;Mass - 500 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-16;Mass - 500 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-17;Mass - 500 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-18;Mass - 500 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-19;Mass - 500 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-2;Mass IMPACTEUR 200 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-20;Mass - 500 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-21;Mass - 500 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-22;Mass - 437 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-23;Mass - 500 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-24;Mass - 500 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-25;Mass - 500 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-26;Mass - 500 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-3;Mass - 200 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-4;Mass - 50 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-5;Mass - 200 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-6;Mass - 100 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-7;Mass IMPACTEUR 59 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-8;Mass - 101 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-9;Mass - 100 g (Tol:±1 g);Conforme
PLAST-60;CLMA0011-A;Length gauge MESURE DE MASSE 0/500 mm (Tol:± 1 mm);Conforme
PLAST-60;CLMA0011-B;Length gauge MESURE DE MASSE 0/500 mm (Tol:± 1 mm);Conforme
PLAST-60;CLMA0011-C;Length gauge MESURE DE MASSE 0/500 mm (Tol:± 1 mm);Conforme
PLAST-60;CLMA0014;Scale NUMERIQUE 0/220 g (Tol:±0,01 g);Conforme
PLAST-60;CLMA0019;Pull test bench - /;Conforme
PLAST-60;CLMA0020;Microscope - 1-2000 µm (Tol:Acc ISO 16232 norm);Conforme
PLAST-60;CLMA0021;Standard slide - /;Voir résultats dans Certificat
PLAST-60;CLMA0048;Micrometer - 0/5 mm (Tol:±0,05 mm);Conforme
PLAST-60;CLMA0049;Temperature display - -40/+190 °C (Tol:±2 °C);Conforme
PLAST-60;CLMA0050;Thermocouple TYPE K -40/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CLMA0053;Load sensor / 0/100 N (Tol:±0,5 %RV);Conforme
PLAST-60;CLMA0054;Standard mass - 0/1 kg (Tol:Respect de la norme détalonnage);Conforme
PLAST-60;CLMA0055;Standard mass - 0/500 g (Tol:Respect de la norme détalonnage);Conforme
PLAST-60;CLMA0056;Standard mass - 0/500 g (Tol:Respect de la norme détalonnage);Conforme
PLAST-60;CLMA0057;Standard mass - 0/500 g (Tol:Respect de la norme détalonnage);Conforme
PLAST-60;CLMA0058;Standard mass - 0/500 g (Tol:Respect de la norme détalonnage);Conforme
PLAST-60;CLMA0059;Standard mass - 0/500 g (Tol:Respect de la norme détalonnage);Conforme
PLAST-60;CLMA0060;Standard mass - 0/1 kg (Tol:Respect de la norme détalonnage);Conforme
PLAST-60;CLMA0061;Standard mass - 0/5 g (Tol:Respect de la norme détalonnage);Conforme
PLAST-60;CLMA0062;Thermocouple TYPE K -40/+180 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0002;Pressure gauge PRESSION RELATIVE -200/+200 mbar (Tol:±2 mbar);Conforme
PLAST-60;CMAG0003;Pressure gauge PRESSION RELATIVE Réformé (Tol:Réformé);Conforme
PLAST-60;CMAG0004;Pressure gauge PRESSION RELATIVE 0/350 mbar (Tol:±2 mbar);Conforme
PLAST-60;CMAG0005;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CMAG0006;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0008;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0010;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CMAG0016;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CMAG0018;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CMAG0019;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0020;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CMAG0022;Pressure sensor - 0/10 bar (Tol:±20 mbar);Conforme
PLAST-60;CMAG0025;Pressure sensor - 0/1 bar (Tol:±10 mbar);Conforme
PLAST-60;CMAG0026;Pressure sensor - 0/10 bar (Tol:±20 mbar);Conforme
PLAST-60;CMAG0027;Caliper UNIVERSEL 0/150 mm (Tol:± 0,1 mm);Conforme
PLAST-60;CMAG0030;Pressure sensor - -100/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CMAG0031;Pressure sensor - 0/100 mbar (Tol:± 0,5 mbar);Conforme
PLAST-60;CMAG0032;Pressure sensor - -500/+500 mbar (Tol:±4 mbar);Conforme
PLAST-60;CMAG0033;Pressure sensor - 0/250 mbar (Tol:±1 mbar);Conforme
PLAST-60;CMAG0034;Pressure sensor - Réformé (Tol:Réformé);Non conforme
PLAST-60;CMAG0035;Pressure sensor - 0/10 bar (Tol:±20 mbar);Conforme
PLAST-60;CMAG0037;Pressure sensor - -400/+400 mbar (Tol:±2 mbar);Conforme
PLAST-60;CMAG0038;Pressure sensor - -100/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CMAG0039;Pressure sensor - Réformé (Tol:Réformé);Non conforme
PLAST-60;CMAG0040;Pressure sensor - Réformé (Tol:Réformé);Voir résultats dans Certificat
PLAST-60;CMAG0041;Pressure sensor - 0/1 bar (Tol:±10 mbar);Conforme
PLAST-60;CMAG0042;Pressure sensor - 0/10 bar (Tol:±20 mbar);Conforme
PLAST-60;CMAG0043;Pressure sensor - 0/4 bar (Tol:±20 mbar);Conforme
PLAST-60;CMAG0044;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CMAG0045;Pressure sensor - 0/250 mbar (Tol:±1 mbar);Conforme
PLAST-60;CMAG0046;Pressure sensor - Réformé (Tol:Réformé);Non conforme
PLAST-60;CMAG0047;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CMAG0048;Pressure sensor - 0/250 mbar (Tol:±1 mbar);Conforme
PLAST-60;CMAG0049;Pressure sensor - -100/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CMAG0050;Pressure sensor - 0/10 bar (Tol:±20 mbar);Conforme
PLAST-60;CMAG0051;Pressure sensor - Réformé (Tol:Réformé);Non conforme
PLAST-60;CMAG0052;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Non conforme
PLAST-60;CMAG0058;Multimeter ANALOGIQUE ET NUMERIQUE Approach device (Tol:Approach device);Voir résultats dans Certificat
PLAST-60;CMAG0059;Depth gauge A COULISSEAU Perdu (Tol:Perdu);Conforme
PLAST-60;CMAG0060;Inclinometer - 0/90 ° (Tol:±0°30);Conforme
PLAST-60;CMAG0062;Three points micrometer - 12/16 mm (Tol:±5 µm);Conforme
PLAST-60;CMAG00625;Bore micrometer A 1 touche 4,5/5,5 mm (Tol:±5 µm);Conforme
PLAST-60;CMAG0063;Caliper UNIVERSEL Réformé (Tol:Réformé);Conforme
PLAST-60;CMAG0064;Depth gauge A COULISSEAU 0/350 mm (Tol:±0,1 mm);Conforme
PLAST-60;CMAG0066;Mechanical comparator - 0/10 mm (Tol:±0,05 mm);Conforme
PLAST-60;CMAG0067;Standard gauge - 20/40 mm (Tol:±0,05 mm);Conforme
PLAST-60;CMAG0068;Standard ring CYLINDRIQUE 16 mm (Tol:±5 µm);Conforme
PLAST-60;CMAG0069;Three points micrometer - 12/16 mm (Tol:±5 µm);Conforme
PLAST-60;CMAG0070;Three points micrometer - 16/20 mm (Tol:±5 µm);Conforme
PLAST-60;CMAG0071;Protractor - 0/180 ° (Tol:±0°30);Conforme
PLAST-60;CMAG0072;Protractor - 0/180 ° (Tol:±0°30);Conforme
PLAST-60;CMAG0074;Depth gauge A COULISSEAU 0/25 mm (Tol:±0,01 mm);Conforme
PLAST-60;CMAG0075;Three points micrometer - 5/6 mm (Tol:±5 µm);Conforme
PLAST-60;CMAG0082;Temperature display - -40/+120 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0083;Temperature display - -40/+120 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0085;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CMAG0086;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CMAG0087;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CMAG0089;"X channel data logger - -40/+100°C; 0/20mV; 0/50mV; 0/100mV; 0/200mV; 0/500mV; 0/1V; 0/2V; 0/5V; 0/10V; 1/5V; 4/20mA (Tol:±1 °C; ±0,1 %FS; ±0,4 %RV)";Conforme
PLAST-60;CMAG0090;"Megohmmeter - 5/500V DC; 1/100 MOhm (Tol:±3 %RV; ±3 %RV)";Conforme
PLAST-60;CMAG0091;Torque wrench REGLABLE 5/25 Nm (Tol:±4 %RV);Conforme
PLAST-60;CMAG0092;Torque wrench REGLABLE 3/13,5 Nm (Tol:±4 %);Conforme
PLAST-60;CMAG0093;Torque wrench REGLABLE Perdu (Tol:Perdu);Conforme
PLAST-60;CMAG0094;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CMAG0095;Pressure sensor - -100/+200 mbar (Tol:±2 mbar);Conforme
PLAST-60;CMAG0096;Pressure sensor - -100/+200 mbar (Tol:±2 mbar);Conforme
PLAST-60;CMAG0097;X channel data logger - Réformé (Tol:Réformé);Non conforme
PLAST-60;CMAG0098;Lever comparator - 0/0,8 mm (Tol:±0,020 mm);Conforme
PLAST-60;CMAG0099;Mechanical comparator - 0/20 mm (Tol:±0,02 mm);Conforme
PLAST-60;CMAG0100;Densimeter - 0/3 g/cm3 (Tol:±0,001 g/cm3);Conforme
PLAST-60;CMAG0101;"X channel data logger - -40/+100°C; 0/20mV; 0/50mV; 0/100mV; 0/200mV; 0/500mV; 0/1V; 0/2V; 0/5V; 0/10V; 1/5V; 4/20mA (Tol:±1 °C; ±0,1 %FS; ±0,4 %RV)";Conforme
PLAST-60;CMAG0102;"X channel data logger - -40/+100°C; 0/20mV; 0/50mV; 0/100mV; 0/200mV; 0/500mV; 0/1V; 0/2V; 0/5V; 0/10V; 1/5V; 4/20mA (Tol:±1 °C; ±0,1 %FS; ±0,4 %RV)";Conforme
PLAST-60;CMAG0103;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CMAG0104;Pressure sensor - 0/10 bar (Tol:±20 mbar);Conforme
PLAST-60;CMAG0105;Liquid flowmeter LIQUIDE 0/100 L/h (Tol:±1 L/h);Conforme
PLAST-60;CMAG0106;Caliper UNIVERSEL 0/190 mm (Tol:±0,1 mm);Non conforme
PLAST-60;CMAG0107;Caliper UNIVERSEL 0/200 mm (Tol:±0,1 mm);Conforme
PLAST-60;CMAG0108;Protractor - 0/100 ° (Tol:±0°30);Conforme
PLAST-60;CMAG0109;Torque wrench REGLABLE 40/200 Nm (Tol:±4 %RV);Conforme
PLAST-60;CMAG0111;Mechanical comparator - 0/10 mm (Tol:±0,05 mm);Conforme
PLAST-60;CMAG0112;Caliper UNIVERSEL 0/250 mm (Tol:±0,1 mm);Conforme
PLAST-60;CMAG0113;Liquid flowmeter LIQUIDE 0/500 L/h (Tol:±5 L/h);Conforme
PLAST-60;CMAG0114;Refractometer - 1,3306/1,5284 (Tol:±0,01);Conforme
PLAST-60;CMAG0115;Refractometer - 1,3306/1,5284 (Tol:±0,01);Conforme
PLAST-60;CMAG0116;Coulombmeter - 0-200nC (Tol:+/- 1 nC);Conforme
PLAST-60;CMAG0120;"Calibrateur de pression - - 200/200 mbar -1000/-200; 200/1000 mbar (Tol:± 0,1 mbar± 0,04% RV)";Conforme
PLAST-60;CMAG0121;Standard thermostatic bath - -20/+125 °C (Tol:± 0,5 °C);Voir résultats dans Certificat
PLAST-60;CMAG0122;Densimeter - 700/750 g/L (Tol:± 0,5 g/L);Conforme
PLAST-60;CMAG0123;Densimeter - 750/800 g/L (Tol:± 0,5 g/L);Conforme
PLAST-60;CMAG0124;Densimeter - 850/900 g/L (Tol:± 0,5 g/L);Conforme
PLAST-60;CMAG0125;Densimeter - 900/950 g/L (Tol:± 0,5 g/L);Conforme
PLAST-60;CMAG0133;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0134;Thermocouple TYPE K Réformé (Tol:Réformé);Conforme
PLAST-60;CMAG0135;Thermocouple TYPE K -50/+200 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0140;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0143;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0144;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0145;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0146;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);
PLAST-60;CMAG0147;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0149;Densimeter - 0/100 shore A (Tol:±3 Shore A);Conforme
PLAST-60;CMAG0150;Caliper gauge - 30/40 mm (Tol:±0,05 mm);Conforme
PLAST-60;CMAG0151;Conductivity meter - 0-1999 ps/m (Tol:±5 pS/m);Voir documents
PLAST-60;CMAG0152;Thermohygrometer - Perdu (Tol:Perdu);Conforme
PLAST-60;CMAG0153;Torque wrench REGLABLE Réformé (Tol:Réformé);Voir documents
PLAST-60;CMAG0155;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CMAG0156;Thermocouple TYPE K -40/+120 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0157;Thermocouple TYPE K -40/+120 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0158;Handyscan 2 - NA (Tol:Resolution: ±0,25 mm);Conforme
PLAST-60;CMAG0159;Temperature measuring chain - -40/+120 °C (Tol:±1 °C);Conforme
PLAST-60;CMAG0161;Torque wrench REGLABLE 0,8/4 Nm (Tol:±6 %RV);Conforme
PLAST-60;CMAG0163;Caliper UNIVERSEL Perdu (Tol:Perdu);Voir résultats dans Certificat
PLAST-60;CMAG0171;Three points micrometer - 20/25 mm (Tol:±5 µm);Conforme
PLAST-60;CMAG0172;Three points micrometer - 25/30 mm (Tol:±5 µm);Conforme
PLAST-60;CMAG0173;Three points micrometer - 30/40 mm (Tol:±5 µm);Conforme
PLAST-60;CMAG0174;Three points micrometer - 40/50 mm (Tol:±5 µm);Conforme
PLAST-60;CMAG0175;Standard ring CYLINDRIQUE 24,997 mm (Tol:±5 µm);Conforme
PLAST-60;CMAG0176;Standard ring CYLINDRIQUE 40 mm (Tol:±5 µm);Conforme
PLAST-60;CMAG0177;Chronometer DECLENCHEMENT MANUEL Perdu (Tol:Perdu);Voir résultats dans Certificat
PLAST-60;CMAG0178;Chronometer DECLENCHEMENT MANUEL 0/1 h (Tol:±1 s);Conforme
PLAST-60;CMAG0179;Height gauge - 0/300 mm (Tol:±0,1 mm);Conforme
PLAST-60;CMAG0180;Thermohygrometer - Réformé (Tol:Réformé);Voir résultats dans Certificat
PLAST-60;CMAG0182;Height gauge - 0/300 mm (Tol:±0,1 mm);Conforme
PLAST-60;CMAG0183;Torque wrench REGLABLE 1/5 Nm (Tol:±6 %RV);Conforme
PLAST-60;CMAG0184;Pressure sensor - 0/250 mbar (Tol:±1 mbar);Conforme
PLAST-60;CMAG0185;Pressure sensor - 0/250 mbar (Tol:±1 mbar);Conforme
PLAST-60;CMAG0186;Pressure sensor - 0/50 bar (Tol:±100 mbar);Conforme
PLAST-60;CMAG0187;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CMAG0188;Pressure sensor - -100/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CMAG0189;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Non conforme
PLAST-60;CMAG0190;Pressure sensor - 0/100 mbar (Tol:±1 mbar);Conforme
PLAST-60;CMAG0192;Standard mass - 1 kg (Tol:According Iso norm);Conforme
PLAST-60;CMAG0193;Standard mass - 2 kg (Tol:According Iso norm);Conforme
PLAST-60;CMAG0194;"Multimeter ANALOGIQUE ET NUMERIQUE 0/500 Ohm; 0/5 kOhm; 0/50 V DC; 0/500 mA DC (Tol:±0,1 Ohm; ±1 Ohm; ±20 mV; ±1 mA )";Conforme
PLAST-60;CMAG0195;"Multimeter ANALOGIQUE ET NUMERIQUE 0/500 Ohm; 0/5 kOhm; 0/50 V DC; 0/500 mA DC (Tol:±0,1 Ohm; ±1 Ohm; ±20 mV; ±1 mA )";Conforme
PLAST-60;CMAG0196;Chronometer DECLENCHEMENT MANUEL 0/1 h (Tol:±1 s);Conforme
PLAST-60;CMAG0197;Pressure gauge PRESSION RELATIVE Réformé (Tol:Réformé);Voir résultats dans Certificat
PLAST-60;CMAG0198;Gas flowmeter GAZ 0/600 L/h (Tol:±20 L/h);Non conforme
PLAST-60;CMAG0199;Gas flowmeter GAZ 0/3000 L/h (Tol:±100 L/h);Conforme
PLAST-60;CMAG0200;Dynamometer / 0/2,5 N (Tol:±0,01 N);Conforme
PLAST-60;CMAG0202;Standard gauge SUIVANT PLAN Perdu (Tol:Perdu);Voir résultats dans Certificat
PLAST-60;CMAG0207;Depth gauge - 0/500 mm (Tol:±0,1 mm);Conforme
PLAST-60;CMAG0208;Chronometer DECLENCHEMENT MANUEL 0/1 h (Tol:±1 s);Conforme
PLAST-60;CMAG0210;Chronometer DECLENCHEMENT MANUEL 0/1 h (Tol:±1 s);Conforme
PLAST-60;CMAG0212;Thermocouple TYPE K Perdu (Tol:Perdu);Conforme
PLAST-60;CMAG0213;Pressure sensor - -400/+400 mbar (Tol:±2 mbar);Conforme
PLAST-60;CMAG0214;Pressure sensor - -400/+400 mbar (Tol:±2 mbar);Conforme
PLAST-60;CMAG0215;Pressure sensor - -400/+400 mbar (Tol:±2 mbar);Conforme
PLAST-60;CMAG0216;Standard mass - 100 g (Tol:According Iso norm);Conforme
PLAST-60;CMAG0217;Standard mass - 200 g (Tol:According Iso norm);Conforme
PLAST-60;CMAG0219;Pressure gauge PRESSION RELATIVE 0/+70 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CMAG0220;Refractometer - 0/55 % (Tol:±0,3 %);Conforme
PLAST-60;CMAG0221;Densimeter - 800/900 g/ml (Tol:±0,5 g/mL);Conforme
PLAST-60;CMAG0222;Densimeter - 0,750/0,8 g/ml (Tol:±0,5 g/mL);Conforme
PLAST-60;CMAG0224;Protractor - 0/180 ° (Tol:±0,30 °);Conforme
PLAST-60;CMAG0226;Megohmmeter - According Manufacturer Spec (Tol:±3 %RV);Conforme
PLAST-60;CMAG0228;Depth gauge - 0/150 mm (Tol:±0,01 mm);Conforme
PLAST-60;CMAG0230;Chronometer DECLENCHEMENT MANUEL 0/1 h (Tol:±1 s);Conforme
PLAST-60;CMAG0231;Chronometer DECLENCHEMENT MANUEL 0/1 h (Tol:±1 s);Conforme
PLAST-60;CMAG0232;Chronometer DECLENCHEMENT MANUEL 0/1 h (Tol:±1 s);Conforme
PLAST-60;CMAG0233;Chronometer DECLENCHEMENT MANUEL 0/1 h (Tol:±1 s);Conforme
PLAST-60;CMAG0234;Chronometer DECLENCHEMENT MANUEL 0/1 h (Tol:±1 s);Conforme
PLAST-60;CMAG0235;Chronometer DECLENCHEMENT MANUEL 0/1 h (Tol:±1 s);Conforme
PLAST-60;CMAG0236;Chronometer DECLENCHEMENT MANUEL 0/1 h (Tol:±1 s);Conforme
PLAST-60;CMAG0237;Chronometer DECLENCHEMENT MANUEL 0/1 h (Tol:±1 s);Conforme
PLAST-60;CMAG0238;"Multimeter ANALOGIQUE ET NUMERIQUE 0/600 Ohm; 0/6 kOhm; 0/60 VDC; 0/10 ADC (Tol:±0,3 Ohm;±1 Ohm;±40 mV;±50 mA)";Conforme
PLAST-60;CMAG0239;"Multimeter ANALOGIQUE ET NUMERIQUE 0/600 Ohm; 0/6 kOhm; 0/60 VDC; 0/10 ADC (Tol:±0,3 Ohm;±1 Ohm;±40 mV;±50 mA)";Conforme
PLAST-60;CMAG0240;"Multimeter ANALOGIQUE ET NUMERIQUE 0/500 Ohm; 0/5 kOhm; 0/50 V DC; 0/500 mA DC (Tol:±0,1 Ohm; ±1 Ohm; ±20 mV; ±1 mA )";Conforme
PLAST-60;CMAG0242;Pressure sensor - -400/+400 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CMAG0243;Pressure sensor - 0/100 mbar (Tol:±0,5 mbar);Conforme
PLAST-60;CMAG0244;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0245;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0248;"Multimeter ANALOGIQUE ET NUMERIQUE 0/500 Ohm; 0/5 kOhm; 0/50 V DC; 0/500 mA DC (Tol:±0,1 Ohm; ±1 Ohm; ±20 mV; ±1 mA )";Non conforme
PLAST-60;CMAG0249;Inclinometer - 0/90 ° (Tol:±0,10 °);Conforme
PLAST-60;CMAG0250;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0251;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0252;Thermocouple TYPE K -40/+100 °C (Tol:±2 °C);Conforme
PLAST-60;CMAG0254;Liquid flowmeter LIQUIDE 0/500 L/h (Tol:±5 L/h);Conforme
PLAST-60;CMAG0255;Liquid flowmeter LIQUIDE Perdu (Tol:Perdu);Voir résultats dans Certificat
PLAST-60;CMAG0256;Dynamometer - 0/50 N (Tol:±0,1 N);Non conforme
PLAST-60;CMAG0257;Dynamometer - 0/50 N (Tol:±0,1 N);Conforme
PLAST-60;CMAG0258;Pressure gauge PRESSION RELATIVE 0/10 bar (Tol:±50 mbar);Conforme
PLAST-60;CMAG0260;Pressure sensor - 0/10 bar (Tol:±20 mbar);Non conforme
PLAST-60;CMAG0261;Pressure sensor - 0/10 bar (Tol:±20 mbar);Conforme
PLAST-60;CMAG0264;Inclinometer - 0/90 ° (Tol:±0,10 °);Conforme
PLAST-60;CMAG0265;Inclinometer - 0/90 ° (Tol:±0,10 °);Conforme
PLAST-60;CMAG0266;Inclinometer - 0/90 ° (Tol:±0,10 °);Conforme
PLAST-60;CMAG0267;Inclinometer - 0/90 ° (Tol:±0,10 °);Conforme
PLAST-60;CMAG0268;Field meter + Display / -20/+20 kV (Tol:±5 %RV);Conforme
PLAST-60;CMAG0269;Display of Field meter / -20/+20 kV (Tol:±5 %RV);Conforme
PLAST-60;CMAG0270;Pressure sensor - -100/+200 mbar (Tol:±1 mbar);Conforme
PLAST-60;CMAG0271;Pressure sensor - -100/+100 mbar (Tol:±1 mbar);Conforme
PLAST-60;CMAG0272;Pressure sensor - 0/1400 mbar A (Tol:±10 mbar);Conforme
PLAST-60;CMAG0273;Pressure sensor - -100/+100 mbar (Tol:±2 mbar);Conforme
